subject,pattern,pat_prblty,cue1,cue2,cue3,cue4,start_time,RT,trial_outcome,response,accuracy
6247,1,0.895,1,2,3,0,236819.337629772,236844.354859782,1,0,0
6247,8,0.105,0,2,3,4,236819.337629772,236846.650230654,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,236848.695930286,1,1,1
6247,13,0.444,0,0,3,0,236819.337629772,236850.525569038,1,0,0
6247,5,0.833,1,0,3,0,236819.337629772,236852.072499019,1,1,1
6247,7,0.895,1,0,0,0,236819.337629772,236853.73576305,0,1,0
6247,6,0.5,1,0,0,4,236819.337629772,236855.848125288,1,0,0
6247,4,0.222,1,0,3,4,236819.337629772,236857.844169901,0,0,1
6247,8,0.105,0,2,3,4,236819.337629772,236859.956571149,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,236862.168743368,1,0,0
6247,12,0.077,0,0,3,4,236819.337629772,236864.929795373,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,236867.142330657,1,0,0
6247,12,0.077,0,0,3,4,236819.337629772,236869.137953006,0,0,1
6247,2,0.778,1,2,0,4,236819.337629772,236872.481520479,0,0,1
6247,10,0.167,0,2,0,4,236819.337629772,236874.693451111,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,236877.338176593,1,0,0
6247,6,0.5,1,0,0,4,236819.337629772,236879.300798366,0,1,0
6247,14,0.105,0,0,0,4,236819.337629772,236880.930771987,0,0,1
6247,11,0.556,0,2,0,0,236819.337629772,236882.560891381,0,0,1
6247,7,0.895,1,0,0,0,236819.337629772,236884.124460749,1,0,0
6247,4,0.222,1,0,3,4,236819.337629772,236885.987372461,0,1,0
6247,12,0.077,0,0,3,4,236819.337629772,236887.500978838,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,236889.31398573,1,1,1
6247,12,0.077,0,0,3,4,236819.337629772,236891.52607685,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,236893.771649666,1,1,1
6247,2,0.778,1,2,0,4,236819.337629772,236896.316483383,1,0,0
6247,14,0.105,0,0,0,4,236819.337629772,236898.129408492,0,0,1
6247,8,0.105,0,2,3,4,236819.337629772,236900.108878732,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,236902.437525985,0,1,0
6247,8,0.105,0,2,3,4,236819.337629772,236904.183951371,1,0,0
6247,14,0.105,0,0,0,4,236819.337629772,236905.73081086,0,0,1
6247,5,0.833,1,0,3,0,236819.337629772,236907.510459929,1,0,0
6247,9,0.5,0,2,3,0,236819.337629772,236909.506551763,1,0,0
6247,2,0.778,1,2,0,4,236819.337629772,236911.219675788,1,1,1
6247,12,0.077,0,0,3,4,236819.337629772,236912.866302484,0,0,1
6247,6,0.5,1,0,0,4,236819.337629772,236914.696100697,0,1,0
6247,2,0.778,1,2,0,4,236819.337629772,236916.375909672,0,0,1
6247,14,0.105,0,0,0,4,236819.337629772,236918.072538713,0,0,1
6247,13,0.444,0,0,3,0,236819.337629772,236919.735745941,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,236921.583829482,0,1,0
6247,10,0.167,0,2,0,4,236819.337629772,236923.295303118,1,0,0
6247,3,0.923,1,2,0,0,236819.337629772,236925.075046974,1,1,1
6247,10,0.167,0,2,0,4,236819.337629772,236926.738412637,0,0,1
6247,7,0.895,1,0,0,0,236819.337629772,236928.667865476,1,1,1
6247,2,0.778,1,2,0,4,236819.337629772,236931.246039907,1,0,0
6247,12,0.077,0,0,3,4,236819.337629772,236933.058963304,0,0,1
6247,8,0.105,0,2,3,4,236819.337629772,236934.921905813,0,1,0
6247,14,0.105,0,0,0,4,236819.337629772,236936.535160999,0,0,1
6247,12,0.077,0,0,3,4,236819.337629772,236938.148659141,0,0,1
6247,7,0.895,1,0,0,0,236819.337629772,236939.728754633,1,0,0
6247,10,0.167,0,2,0,4,236819.337629772,236941.691608069,1,0,0
6247,7,0.895,1,0,0,0,236819.337629772,236943.304941275,1,0,0
6247,14,0.105,0,0,0,4,236819.337629772,236945.068024185,0,0,1
6247,11,0.556,0,2,0,0,236819.337629772,236948.328291717,0,0,1
6247,13,0.444,0,0,3,0,236819.337629772,236950.058073265,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,236951.854298417,1,1,1
6247,4,0.222,1,0,3,4,236819.337629772,236954.116667345,0,0,1
6247,5,0.833,1,0,3,0,236819.337629772,236956.494934715,1,1,1
6247,12,0.077,0,0,3,4,236819.337629772,236958.424329724,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,236961.20213541,1,0,0
6247,1,0.895,1,2,3,0,236819.337629772,236963.148243036,1,0,0
6247,10,0.167,0,2,0,4,236819.337629772,236965.061066069,0,1,0
6247,7,0.895,1,0,0,0,236819.337629772,236966.691073909,0,0,1
6247,12,0.077,0,0,3,4,236819.337629772,236969.269282559,1,0,0
6247,8,0.105,0,2,3,4,236819.337629772,236971.165500422,0,0,1
6247,12,0.077,0,0,3,4,236819.337629772,236973.01187335,0,0,1
6247,2,0.778,1,2,0,4,236819.337629772,236974.608346111,1,1,1
6247,5,0.833,1,0,3,0,236819.337629772,236976.32179727,1,1,1
6247,1,0.895,1,2,3,0,236819.337629772,236978.167856066,1,0,0
6247,3,0.923,1,2,0,0,236819.337629772,236980.230309721,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,236982.243007067,1,0,0
6247,14,0.105,0,0,0,4,236819.337629772,236984.122424028,0,1,0
6247,12,0.077,0,0,3,4,236819.337629772,236985.702674532,0,0,1
6247,5,0.833,1,0,3,0,236819.337629772,236987.598766811,1,1,1
6247,11,0.556,0,2,0,0,236819.337629772,236989.827665336,1,0,0
6247,6,0.5,1,0,0,4,236819.337629772,236991.923375182,1,1,1
6247,5,0.833,1,0,3,0,236819.337629772,236994.019159969,1,0,0
6247,10,0.167,0,2,0,4,236819.337629772,236995.749009613,0,1,0
6247,12,0.077,0,0,3,4,236819.337629772,236997.562052778,0,0,1
6247,8,0.105,0,2,3,4,236819.337629772,236999.691103337,0,0,1
6247,13,0.444,0,0,3,0,236819.337629772,237001.471387513,0,0,1
6247,8,0.105,0,2,3,4,236819.337629772,237003.616585048,1,0,0
6247,10,0.167,0,2,0,4,236819.337629772,237005.496563545,0,0,1
6247,11,0.556,0,2,0,0,236819.337629772,237007.225847548,1,0,0
6247,8,0.105,0,2,3,4,236819.337629772,237009.155229212,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,237010.985150614,1,0,0
6247,9,0.5,0,2,3,0,236819.337629772,237012.698148369,1,1,1
6247,7,0.895,1,0,0,0,236819.337629772,237015.326107168,1,0,0
6247,12,0.077,0,0,3,4,236819.337629772,237017.189376469,0,0,1
6247,13,0.444,0,0,3,0,236819.337629772,237019.534847894,1,0,0
6247,14,0.105,0,0,0,4,236819.337629772,237021.713843994,0,0,1
6247,12,0.077,0,0,3,4,236819.337629772,237023.609786394,0,0,1
6247,14,0.105,0,0,0,4,236819.337629772,237026.852818441,0,0,1
6247,7,0.895,1,0,0,0,236819.337629772,237031.909687877,1,1,1
6247,3,0.923,1,2,0,0,236819.337629772,237034.521915121,1,1,1
6247,7,0.895,1,0,0,0,236819.337629772,237036.034526064,1,0,0
6247,3,0.923,1,2,0,0,236819.337629772,237039.395211308,1,1,1
6247,4,0.222,1,0,3,4,236819.337629772,237041.608065515,0,1,0
6247,1,0.895,1,2,3,0,236819.337629772,237043.237837242,1,0,0
6247,8,0.105,0,2,3,4,236819.337629772,237044.767892407,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,237046.431887017,1,0,0
6247,3,0.923,1,2,0,0,236819.337629772,237048.078037383,1,1,1
6247,13,0.444,0,0,3,0,236819.337629772,237049.939787698,0,0,1
6247,14,0.105,0,0,0,4,236819.337629772,237051.686274335,0,0,1
6247,7,0.895,1,0,0,0,236819.337629772,237053.167159707,1,1,1
6247,3,0.923,1,2,0,0,236819.337629772,237054.697976932,1,0,0
6247,12,0.077,0,0,3,4,236819.337629772,237056.195554389,0,1,0
6247,8,0.105,0,2,3,4,236819.337629772,237057.675349882,0,0,1
6247,13,0.444,0,0,3,0,236819.337629772,237059.10463693,1,0,0
6247,14,0.105,0,0,0,4,236819.337629772,237060.602389589,0,1,0
6247,1,0.895,1,2,3,0,236819.337629772,237062.083145955,1,0,0
6247,12,0.077,0,0,3,4,236819.337629772,237063.613397195,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,237065.193735985,1,0,0
6247,7,0.895,1,0,0,0,236819.337629772,237066.922828703,1,1,1
6247,4,0.222,1,0,3,4,236819.337629772,237068.520027936,1,0,0
6247,3,0.923,1,2,0,0,236819.337629772,237070.083722205,1,0,0
6247,7,0.895,1,0,0,0,236819.337629772,237071.878763376,1,0,0
6247,4,0.222,1,0,3,4,236819.337629772,237073.609737461,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,237075.788600791,0,0,1
6247,6,0.5,1,0,0,4,236819.337629772,237077.33578981,0,0,1
6247,11,0.556,0,2,0,0,236819.337629772,237079.446934189,1,0,0
6247,12,0.077,0,0,3,4,236819.337629772,237081.061410998,0,0,1
6247,11,0.556,0,2,0,0,236819.337629772,237082.790115329,1,1,1
6247,7,0.895,1,0,0,0,236819.337629772,237085.085649426,1,0,0
6247,1,0.895,1,2,3,0,236819.337629772,237087.198900677,1,1,1
6247,8,0.105,0,2,3,4,236819.337629772,237089.627265862,0,0,1
6247,12,0.077,0,0,3,4,236819.337629772,237091.855241154,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,237093.669164434,1,1,1
6247,2,0.778,1,2,0,4,236819.337629772,237096.379257329,1,0,0
6247,5,0.833,1,0,3,0,236819.337629772,237098.209346405,1,1,1
6247,11,0.556,0,2,0,0,236819.337629772,237099.973884654,1,0,0
6247,14,0.105,0,0,0,4,236819.337629772,237101.619760925,0,1,0
6247,7,0.895,1,0,0,0,236819.337629772,237103.266387621,1,0,0
6247,3,0.923,1,2,0,0,236819.337629772,237105.162548681,1,0,0
6247,14,0.105,0,0,0,4,236819.337629772,237107.124361514,0,0,1
6247,10,0.167,0,2,0,4,236819.337629772,237108.80513889,0,0,1
6247,6,0.5,1,0,0,4,236819.337629772,237111.033831758,1,1,1
6247,8,0.105,0,2,3,4,236819.337629772,237112.547685539,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,237114.394217585,1,0,0
6247,9,0.5,0,2,3,0,236819.337629772,237116.473852659,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,237118.202956669,1,1,1
6247,5,0.833,1,0,3,0,236819.337629772,237120.231434503,1,0,0
6247,12,0.077,0,0,3,4,236819.337629772,237121.912301191,0,1,0
6247,10,0.167,0,2,0,4,236819.337629772,237123.442586308,0,0,1
6247,14,0.105,0,0,0,4,236819.337629772,237125.022574694,1,0,0
6247,10,0.167,0,2,0,4,236819.337629772,237126.752280619,0,1,0
6247,3,0.923,1,2,0,0,236819.337629772,237128.265765518,1,0,0
6247,2,0.778,1,2,0,4,236819.337629772,237129.97932344,1,1,1
6247,3,0.923,1,2,0,0,236819.337629772,237131.542408266,1,1,1
6247,12,0.077,0,0,3,4,236819.337629772,237133.488547717,0,0,1
6247,8,0.105,0,2,3,4,236819.337629772,237135.735552261,0,1,0
6247,3,0.923,1,2,0,0,236819.337629772,237137.247600299,1,0,0
6247,5,0.833,1,0,3,0,236819.337629772,237138.794427622,0,1,0
6247,14,0.105,0,0,0,4,236819.337629772,237140.274200188,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,237141.822548209,1,0,0
6247,11,0.556,0,2,0,0,236819.337629772,237143.334579822,0,1,0
6247,14,0.105,0,0,0,4,236819.337629772,237144.882999703,0,1,0
6247,4,0.222,1,0,3,4,236819.337629772,237146.396045228,0,0,1
6247,10,0.167,0,2,0,4,236819.337629772,237147.959689879,0,0,1
6247,12,0.077,0,0,3,4,236819.337629772,237150.071899158,0,1,0
6247,4,0.222,1,0,3,4,236819.337629772,237151.602124049,1,0,0
6247,8,0.105,0,2,3,4,236819.337629772,237153.382031473,0,0,1
6247,3,0.923,1,2,0,0,236819.337629772,237155.478320307,1,1,1
6247,11,0.556,0,2,0,0,236819.337629772,237157.12350193,0,1,0
6247,12,0.077,0,0,3,4,236819.337629772,237158.853462787,0,0,1
6247,1,0.895,1,2,3,0,236819.337629772,237160.89974038,1,0,0
6247,14,0.105,0,0,0,4,236819.337629772,237162.495873345,0,1,0
6247,7,0.895,1,0,0,0,236819.337629772,237164.026109871,1,0,0
6247,13,0.444,0,0,3,0,236819.337629772,237165.989614498,0,0,1
6247,14,0.105,0,0,0,4,236819.337629772,237167.736374888,0,0,1
6247,7,0.895,1,0,0,0,236819.337629772,237169.664917157,1,1,1
6247,3,0.923,1,2,0,0,236819.337629772,237171.727418718,1,1,1
6247,1,0.895,1,2,3,0,236819.337629772,237174.239529378,1,1,1
6247,13,0.444,0,0,3,0,236819.337629772,237176.169258023,1,0,0
6247,2,0.778,1,2,0,4,236819.337629772,237178.115342723,1,1,1
6247,1,0.895,1,2,3,0,236819.337629772,237179.694454758,1,1,1
6247,12,0.077,0,0,3,4,236819.337629772,237181.291635513,0,1,0
6247,9,0.5,0,2,3,0,236819.337629772,237182.912322407,0,1,0
6247,5,0.833,1,0,3,0,236819.337629772,237184.4692584,1,1,1
6247,7,0.895,1,0,0,0,236819.337629772,237186.081996193,1,1,1
6247,3,0.923,1,2,0,0,236819.337629772,237187.645580276,1,1,1
6247,9,0.5,0,2,3,0,236819.337629772,237189.37507541,0,1,0
6247,8,0.105,0,2,3,4,236819.337629772,237190.922940942,0,1,0
6247,14,0.105,0,0,0,4,236819.337629772,237192.38561661,1,0,0
6247,3,0.923,1,2,0,0,236819.337629772,237193.799936216,1,1,1
6247,7,0.895,1,0,0,0,236819.337629772,237195.065039593,1,1,1
6247,5,0.833,1,0,3,0,236819.337629772,237196.793188205,0,1,0
6247,12,0.077,0,0,3,4,236819.337629772,237198.241516482,0,1,0
6247,5,0.833,1,0,3,0,236819.337629772,237199.755023281,1,0,0
6247,10,0.167,0,2,0,4,236819.337629772,237201.334691376,0,1,0
6247,4,0.222,1,0,3,4,236819.337629772,237202.898629627,0,1,0
6250,3,0.923,1,2,0,0,60918.4733825,60989.5580693,1,1,1
6250,8,0.105,0,2,3,4,60918.4733825,60994.0420015,0,0,1
6250,7,0.895,1,0,0,0,60918.4733825,60996.4420386,1,1,1
6250,8,0.105,0,2,3,4,60918.4733825,60999.6587726,0,0,1
6250,12,0.077,0,0,3,4,60918.4733825,61002.8411311,0,1,0
6250,9,0.5,0,2,3,0,60918.4733825,61005.7086976,1,0,0
6250,8,0.105,0,2,3,4,60918.4733825,61009.3420764,0,1,0
6250,12,0.077,0,0,3,4,60918.4733825,61014.3088472,1,1,1
6250,3,0.923,1,2,0,0,60918.4733825,61016.7419491,1,0,0
6250,1,0.895,1,2,3,0,60918.4733825,61021.0241248,1,1,1
6250,8,0.105,0,2,3,4,60918.4733825,61024.0573828,0,1,0
6250,3,0.923,1,2,0,0,60918.4733825,61026.9753335,1,1,1
6250,13,0.444,0,0,3,0,60918.4733825,61029.1074056,1,0,0
6250,5,0.833,1,0,3,0,60918.4733825,61031.1921363,1,1,1
6250,7,0.895,1,0,0,0,60918.4733825,61032.9919075,0,1,0
6250,6,0.5,1,0,0,4,60918.4733825,61037.0087631,1,0,0
6250,4,0.222,1,0,3,4,60918.4733825,61040.8740068,0,1,0
6250,8,0.105,0,2,3,4,60918.4733825,61043.4574502,0,1,0
6250,1,0.895,1,2,3,0,60918.4733825,61045.640882,1,0,0
6250,12,0.077,0,0,3,4,60918.4733825,61047.6754419,0,0,1
6250,3,0.923,1,2,0,0,60918.4733825,61049.9241269,1,0,0
6250,12,0.077,0,0,3,4,60918.4733825,61051.90872,0,1,0
6250,2,0.778,1,2,0,4,60918.4733825,61054.1418381,0,0,1
6250,10,0.167,0,2,0,4,60918.4733825,61056.3907724,0,0,1
6250,1,0.895,1,2,3,0,60918.4733825,61060.207434,1,0,0
6250,6,0.5,1,0,0,4,60918.4733825,61062.2254699,0,0,1
6250,14,0.105,0,0,0,4,60918.4733825,61067.3418694,0,1,0
6250,11,0.556,0,2,0,0,60918.4733825,61070.7421458,0,0,1
6250,7,0.895,1,0,0,0,60918.4733825,61072.957565,1,0,0
6250,4,0.222,1,0,3,4,60918.4733825,61083.9919829,0,1,0
6250,12,0.077,0,0,3,4,60918.4733825,61086.4254634,0,0,1
6250,1,0.895,1,2,3,0,60918.4733825,61090.0740039,1,0,0
6250,12,0.077,0,0,3,4,60918.4733825,61092.0407758,0,1,0
6250,3,0.923,1,2,0,0,60918.4733825,61093.7753237,1,0,0
6250,2,0.778,1,2,0,4,60918.4733825,61095.9588057,1,0,0
6250,14,0.105,0,0,0,4,60918.4733825,61097.7251863,0,1,0
6250,8,0.105,0,2,3,4,60918.4733825,61100.8253219,0,0,1
6250,3,0.923,1,2,0,0,60918.4733825,61103.3419014,0,0,1
6250,8,0.105,0,2,3,4,60918.4733825,61105.5253025,1,0,0
6250,14,0.105,0,0,0,4,60918.4733825,61107.6087843,0,0,1
6250,5,0.833,1,0,3,0,60918.4733825,61109.8576428,1,0,0
6250,9,0.5,0,2,3,0,60918.4733825,61112.758624,1,1,1
6250,2,0.778,1,2,0,4,60918.4733825,61118.9253483,1,1,1
6250,12,0.077,0,0,3,4,60918.4733825,61121.9253799,0,0,1
6250,6,0.5,1,0,0,4,60918.4733825,61125.6086458,0,0,1
6250,2,0.778,1,2,0,4,60918.4733825,61132.8753699,0,1,0
6250,14,0.105,0,0,0,4,60918.4733825,61135.4576854,0,0,1
6250,13,0.444,0,0,3,0,60918.4733825,61138.4752345,0,0,1
6250,1,0.895,1,2,3,0,60918.4733825,61143.140729,0,0,1
6250,10,0.167,0,2,0,4,60918.4733825,61148.0252798,1,0,0
6250,3,0.923,1,2,0,0,60918.4733825,61151.7587926,1,1,1
6250,10,0.167,0,2,0,4,60918.4733825,61155.6254203,0,1,0
6250,7,0.895,1,0,0,0,60918.4733825,61157.8740539,1,0,0
6250,2,0.778,1,2,0,4,60918.4733825,61161.1084078,1,0,0
6250,12,0.077,0,0,3,4,60918.4733825,61162.4417251,0,1,0
6250,8,0.105,0,2,3,4,60918.4733825,61164.1907841,0,1,0
6250,14,0.105,0,0,0,4,60918.4733825,61165.7585452,0,1,0
6250,12,0.077,0,0,3,4,60918.4733825,61167.4406518,0,0,1
6250,7,0.895,1,0,0,0,60918.4733825,61169.3918855,1,0,0
6250,10,0.167,0,2,0,4,60918.4733825,61171.4740269,1,1,1
6250,7,0.895,1,0,0,0,60918.4733825,61173.2075844,1,1,1
6250,14,0.105,0,0,0,4,60918.4733825,61175.4739302,0,1,0
6250,11,0.556,0,2,0,0,60918.4733825,61177.9084542,0,1,0
6250,13,0.444,0,0,3,0,60918.4733825,61179.9573976,0,0,1
6250,3,0.923,1,2,0,0,60918.4733825,61182.425359,1,0,0
6250,4,0.222,1,0,3,4,60918.4733825,61184.5752364,0,0,1
6250,5,0.833,1,0,3,0,60918.4733825,61186.5750897,1,0,0
6250,12,0.077,0,0,3,4,60918.4733825,61188.4917765,0,1,0
6250,3,0.923,1,2,0,0,60918.4733825,61192.0752186,1,1,1
6250,1,0.895,1,2,3,0,60918.4733825,61194.957459,1,0,0
6250,10,0.167,0,2,0,4,60918.4733825,61197.1910009,0,1,0
6250,7,0.895,1,0,0,0,60918.4733825,61199.0420886,0,1,0
6250,12,0.077,0,0,3,4,60918.4733825,61201.0251009,1,0,0
6250,8,0.105,0,2,3,4,60918.4733825,61202.7074538,0,0,1
6250,12,0.077,0,0,3,4,60918.4733825,61204.7252483,0,0,1
6250,2,0.778,1,2,0,4,60918.4733825,61208.2240658,1,0,0
6250,5,0.833,1,0,3,0,60918.4733825,61211.1754317,1,0,0
6250,1,0.895,1,2,3,0,60918.4733825,61213.4072462,1,1,1
6250,3,0.923,1,2,0,0,60918.4733825,61215.3074221,0,1,0
6250,1,0.895,1,2,3,0,60918.4733825,61217.1742537,1,1,1
6250,14,0.105,0,0,0,4,60918.4733825,61220.8074213,0,0,1
6250,12,0.077,0,0,3,4,60918.4733825,61223.023993,0,0,1
6250,5,0.833,1,0,3,0,60918.4733825,61226.2406176,1,1,1
6250,11,0.556,0,2,0,0,60918.4733825,61229.1586162,1,0,0
6250,6,0.5,1,0,0,4,60918.4733825,61231.4919578,1,1,1
6250,5,0.833,1,0,3,0,60918.4733825,61234.0073918,1,1,1
6250,10,0.167,0,2,0,4,60918.4733825,61236.507333,0,1,0
6250,12,0.077,0,0,3,4,60918.4733825,61238.5919438,0,0,1
6250,8,0.105,0,2,3,4,60918.4733825,61240.7906956,0,0,1
6250,13,0.444,0,0,3,0,60918.4733825,61243.8073681,0,0,1
6250,8,0.105,0,2,3,4,60918.4733825,61246.7240295,1,1,1
6250,10,0.167,0,2,0,4,60918.4733825,61249.3906884,0,1,0
6250,11,0.556,0,2,0,0,60918.4733825,61251.1751539,1,0,0
6250,8,0.105,0,2,3,4,60918.4733825,61252.9907434,0,0,1
6250,3,0.923,1,2,0,0,60918.4733825,61254.7239225,1,0,0
6250,9,0.5,0,2,3,0,60918.4733825,61256.3907038,1,1,1
6250,7,0.895,1,0,0,0,60918.4733825,61258.2085459,1,1,1
6250,12,0.077,0,0,3,4,60918.4733825,61260.8073647,0,0,1
6250,13,0.444,0,0,3,0,60918.4733825,61263.2418262,1,1,1
6250,14,0.105,0,0,0,4,60918.4733825,61265.9073357,0,0,1
6250,12,0.077,0,0,3,4,60918.4733825,61268.0906514,0,0,1
6250,14,0.105,0,0,0,4,60918.4733825,61269.9918606,0,0,1
6250,7,0.895,1,0,0,0,60918.4733825,61272.4752975,1,1,1
6250,3,0.923,1,2,0,0,60918.4733825,61274.4575849,1,1,1
6250,7,0.895,1,0,0,0,60918.4733825,61276.4753102,1,1,1
6250,3,0.923,1,2,0,0,60918.4733825,61278.4573374,1,1,1
6250,4,0.222,1,0,3,4,60918.4733825,61280.5406134,0,1,0
6250,1,0.895,1,2,3,0,60918.4733825,61283.4573971,1,1,1
6250,8,0.105,0,2,3,4,60918.4733825,61285.858746,0,0,1
6250,1,0.895,1,2,3,0,60918.4733825,61287.9238919,1,1,1
6250,3,0.923,1,2,0,0,60918.4733825,61290.5086572,1,1,1
6250,13,0.444,0,0,3,0,60918.4733825,61292.8919524,0,0,1
6250,14,0.105,0,0,0,4,60918.4733825,61295.0573333,0,0,1
6250,7,0.895,1,0,0,0,60918.4733825,61297.025093,1,1,1
6250,3,0.923,1,2,0,0,60918.4733825,61299.2573103,1,1,1
6250,12,0.077,0,0,3,4,60918.4733825,61301.9573141,0,0,1
6250,8,0.105,0,2,3,4,60918.4733825,61304.7584394,0,0,1
6250,13,0.444,0,0,3,0,60918.4733825,61306.7750726,1,0,0
6250,14,0.105,0,0,0,4,60918.4733825,61310.792039,0,1,0
6250,1,0.895,1,2,3,0,60918.4733825,61313.0739009,1,0,0
6250,12,0.077,0,0,3,4,60918.4733825,61314.6572912,0,0,1
6250,1,0.895,1,2,3,0,60918.4733825,61316.4918313,1,0,0
6250,7,0.895,1,0,0,0,60918.4733825,61318.0916732,1,1,1
6250,4,0.222,1,0,3,4,60918.4733825,61319.873891,1,1,1
6250,3,0.923,1,2,0,0,60918.4733825,61321.6251916,1,1,1
6250,7,0.895,1,0,0,0,60918.4733825,61323.3739929,1,1,1
6250,4,0.222,1,0,3,4,60918.4733825,61325.0418636,0,1,0
6250,1,0.895,1,2,3,0,60918.4733825,61326.8071806,0,0,1
6250,6,0.5,1,0,0,4,60918.4733825,61328.5917232,0,0,1
6250,11,0.556,0,2,0,0,60918.4733825,61331.1755603,1,1,1
6250,12,0.077,0,0,3,4,60918.4733825,61332.8906146,0,1,0
6250,11,0.556,0,2,0,0,60918.4733825,61334.4253587,1,0,0
6250,7,0.895,1,0,0,0,60918.4733825,61336.0759755,1,0,0
6250,1,0.895,1,2,3,0,60918.4733825,61339.0573238,1,1,1
6250,8,0.105,0,2,3,4,60918.4733825,61341.3574527,0,0,1
6250,12,0.077,0,0,3,4,60918.4733825,61343.5752615,0,0,1
6250,3,0.923,1,2,0,0,60918.4733825,61346.340606,1,1,1
6250,2,0.778,1,2,0,4,60918.4733825,61349.4574889,1,0,0
6250,5,0.833,1,0,3,0,60918.4733825,61351.391659,1,1,1
6250,11,0.556,0,2,0,0,60918.4733825,61353.7588001,1,1,1
6250,14,0.105,0,0,0,4,60918.4733825,61356.0589941,0,0,1
6250,7,0.895,1,0,0,0,60918.4733825,61358.1240334,1,1,1
6250,3,0.923,1,2,0,0,60918.4733825,61360.4405043,1,0,0
6250,14,0.105,0,0,0,4,60918.4733825,61362.590452,0,0,1
6250,10,0.167,0,2,0,4,60918.4733825,61364.7572546,0,0,1
6250,6,0.5,1,0,0,4,60918.4733825,61367.0750289,1,0,0
6250,8,0.105,0,2,3,4,60918.4733825,61369.4907861,0,0,1
6250,1,0.895,1,2,3,0,60918.4733825,61371.5239565,1,0,0
6250,9,0.5,0,2,3,0,60918.4733825,61373.2406151,0,0,1
6250,3,0.923,1,2,0,0,60918.4733825,61374.9583836,1,0,0
6250,5,0.833,1,0,3,0,60918.4733825,61376.6242103,1,1,1
6250,12,0.077,0,0,3,4,60918.4733825,61379.1071697,0,0,1
6250,10,0.167,0,2,0,4,60918.4733825,61381.391812,0,0,1
6250,14,0.105,0,0,0,4,60918.4733825,61383.7238577,1,0,0
6250,10,0.167,0,2,0,4,60918.4733825,61385.4416359,0,1,0
6250,3,0.923,1,2,0,0,60918.4733825,61387.0751019,1,0,0
6250,2,0.778,1,2,0,4,60918.4733825,61389.0418676,1,1,1
6250,3,0.923,1,2,0,0,60918.4733825,61390.9241423,1,1,1
6250,12,0.077,0,0,3,4,60918.4733825,61392.8572142,0,1,0
6250,8,0.105,0,2,3,4,60918.4733825,61394.5072597,0,0,1
6250,3,0.923,1,2,0,0,60918.4733825,61398.323939,1,0,0
6250,5,0.833,1,0,3,0,60918.4733825,61400.0073064,0,1,0
6250,14,0.105,0,0,0,4,60918.4733825,61401.5249618,0,1,0
6250,1,0.895,1,2,3,0,60918.4733825,61403.4237887,1,0,0
6250,11,0.556,0,2,0,0,60918.4733825,61405.1240722,0,0,1
6250,14,0.105,0,0,0,4,60918.4733825,61407.2084158,0,0,1
6250,4,0.222,1,0,3,4,60918.4733825,61409.657302,0,0,1
6250,10,0.167,0,2,0,4,60918.4733825,61411.6740151,0,0,1
6250,12,0.077,0,0,3,4,60918.4733825,61413.59176,0,0,1
6250,4,0.222,1,0,3,4,60918.4733825,61415.5405379,1,0,0
6250,8,0.105,0,2,3,4,60918.4733825,61417.6416661,0,0,1
6250,3,0.923,1,2,0,0,60918.4733825,61419.7071494,1,0,0
6250,11,0.556,0,2,0,0,60918.4733825,61421.92401,0,1,0
6250,12,0.077,0,0,3,4,60918.4733825,61423.9239252,0,0,1
6250,1,0.895,1,2,3,0,60918.4733825,61425.8250265,1,0,0
6250,14,0.105,0,0,0,4,60918.4733825,61427.7405871,0,0,1
6250,7,0.895,1,0,0,0,60918.4733825,61429.6084665,1,1,1
6250,13,0.444,0,0,3,0,60918.4733825,61432.0416886,0,0,1
6250,14,0.105,0,0,0,4,60918.4733825,61434.3917188,0,1,0
6250,7,0.895,1,0,0,0,60918.4733825,61436.4240004,1,0,0
6250,3,0.923,1,2,0,0,60918.4733825,61438.4084135,1,0,0
6250,1,0.895,1,2,3,0,60918.4733825,61440.1573219,1,1,1
6250,13,0.444,0,0,3,0,60918.4733825,61442.2084057,1,0,0
6250,2,0.778,1,2,0,4,60918.4733825,61444.174941,1,1,1
6250,1,0.895,1,2,3,0,60918.4733825,61447.3572265,1,1,1
6250,12,0.077,0,0,3,4,60918.4733825,61449.7404766,0,0,1
